Id,District number,District Name,Neighborhood Number,Neighborhood Name,Street,Weekday,Weekday Number,Year,Month Number,Month,Day,Hour,Part of the Day,Cause,Cause Number,Deaths,Mild Injured,Seriously Injured,Victims,Vehicles Involved,Latitude,Longitude,Mult_Vic,Mult_Cars,Corner,Serious
2017S005402    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,CORTS CATALANES / MUNTANER,Thursday,2,2017,6,June,20,12,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.386501749192036,2.1625913094755296,No,Yes,Yes,No
2017S006231    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,CORTS CATALANES / MUNTANER,Monday,1,2017,7,July,17,14,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.386501749192036,2.1625913094755296,No,Yes,Yes,No
2017S009370    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,BALMES,Saturday,6,2017,11,November,11,23,Night,Not pedestrian at fault,2,0,1,0,1,2,41.395468998559885,2.1578536210887442,No,Yes,No,No
2017S008328    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,MALLORCA,Monday,1,2017,10,October,9,13,Morning,Not pedestrian at fault,2,0,1,0,1,1,41.39125196487578,2.1575961003267548,No,No,No,No
2017S005952    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,MALLORCA,Saturday,6,2017,7,July,8,14,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.392828597916015,2.1596971215193776,No,Yes,No,No
2017S007889    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,MALLORCA,Saturday,6,2017,9,September,23,16,Afternoon,Not crossing in the zebra lines,5,0,2,0,2,1,41.393112919416645,2.1600733595380177,Yes,No,No,No
2017S010100    ,2,Eixample,9,la Nova Esquerra de l'Eixample,ESPANYA / TARRAGONA,Sunday,7,2017,12,December,3,19,Afternoon,Not pedestrian at fault,2,0,2,0,2,1,41.377681619225605,2.150125290700368,Yes,No,Yes,No
2017S003094    ,2,Eixample,7,la Dreta de l'Eixample,MALLORCA,Thursday,2,2017,4,April,4,7,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.401521503734244,2.1712277743540196,No,Yes,No,No
2017S000825    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / ROGER DE FLOR,Thursday,2,2017,1,January,31,10,Morning,Not pedestrian at fault,2,0,2,0,2,2,41.40133735619154,2.173639959279997,Yes,Yes,Yes,No
2017S002246    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / ROGER DE FLOR,Monday,1,2017,3,March,20,19,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.40133735619154,2.173639959279997,No,Yes,Yes,No
2017S009170    ,2,Eixample,7,la Dreta de l'Eixample,MOSSÈN JACINT VERDAGUER,Monday,1,2017,11,November,6,17,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.40090362263243,2.1710322537313194,No,Yes,No,No
2017S009436    ,2,Eixample,7,la Dreta de l'Eixample,MOSSÈN JACINT VERDAGUER,Thursday,2,2017,11,November,14,14,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.40090362263243,2.1710322537313194,No,Yes,No,No
2017S008693    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / MALLORCA,Saturday,6,2017,10,October,21,0,Night,Not pedestrian at fault,2,0,1,0,1,2,41.40027112159505,2.1695340436356236,No,Yes,Yes,No
2017S008660    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN,Friday,5,2017,10,October,20,8,Morning,Not pedestrian at fault,2,0,1,0,1,3,41.40027112159505,2.1695340436356236,No,Yes,No,No
2017S004785    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / DIAGONAL,Wednesday,3,2017,5,May,31,15,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.40030505071448,2.1693303619844033,No,Yes,Yes,No
2017S008610    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / DIAGONAL,Tuesday,4,2017,10,October,19,6,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.40030505071448,2.1693303619844033,No,Yes,Yes,No
2017S008153    ,2,Eixample,7,la Dreta de l'Eixample,NÀPOLS / PROVENÇA,Thursday,2,2017,10,October,3,18,Afternoon,Disobeying the stop light,3,0,2,0,2,1,41.40338972824646,2.171825657659958,Yes,No,Yes,No
2017S005806    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / MALLORCA,Thursday,2,2017,7,July,4,13,Morning,Not pedestrian at fault,2,0,1,0,1,3,41.40038255427392,2.170084713506381,No,Yes,Yes,No
2017S005122    ,2,Eixample,7,la Dreta de l'Eixample,DIAGONAL / SANT JOAN,Monday,1,2017,6,June,12,6,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.40110340410394,2.1703317905581674,No,Yes,Yes,No
2017S005843    ,2,Eixample,7,la Dreta de l'Eixample,MOSSÈN JACINT VERDAGUER,Wednesday,3,2017,7,July,5,10,Morning,Not pedestrian at fault,2,0,2,0,2,2,41.40110340410394,2.1703317905581674,Yes,Yes,No,No
2017S010721    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / DIAGONAL,Tuesday,4,2017,12,December,28,11,Morning,Not pedestrian at fault,2,0,2,0,2,2,41.400826267108506,2.1694486182127055,Yes,Yes,Yes,No
2017S006562    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / VALÈNCIA,Friday,5,2017,7,July,28,2,Night,Not pedestrian at fault,2,0,1,0,1,2,41.39928870547751,2.1705373027617343,No,Yes,Yes,No
2017S001726    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / MALLORCA,Tuesday,4,2017,3,March,2,14,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39988688324975,2.1713359909708725,No,Yes,Yes,No
2017S000751    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / MALLORCA,Saturday,6,2017,1,January,28,15,Afternoon,Not pedestrian at fault,2,0,0,1,1,2,41.39988688324975,2.1713359909708725,No,Yes,Yes,Yes
2017S000884    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / DIAGONAL,Wednesday,3,2017,2,February,1,23,Night,Not pedestrian at fault,2,0,2,0,2,2,41.398867749529074,2.1668670154133185,Yes,Yes,Yes,No
2017S005663    ,2,Eixample,7,la Dreta de l'Eixample,BRUC / DIAGONAL,Tuesday,4,2017,6,June,29,17,Afternoon,Not pedestrian at fault,2,0,2,0,2,2,41.39944679472357,2.1661021391638187,Yes,Yes,Yes,No
2017S005903    ,2,Eixample,7,la Dreta de l'Eixample,BRUC / DIAGONAL,Tuesday,4,2017,7,July,6,18,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39944679472357,2.1661021391638187,No,Yes,Yes,No
2017S002026    ,2,Eixample,7,la Dreta de l'Eixample,MALLORCA / ROGER DE FLOR,Monday,1,2017,3,March,13,12,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.40241433014077,2.168693731388507,No,Yes,Yes,No
2017S002042    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / ROGER DE LLÚRIA,Monday,1,2017,3,March,13,20,Afternoon,Not pedestrian at fault,2,0,2,0,2,2,41.397455550637716,2.1696076879259607,Yes,Yes,Yes,No
2017S001597    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,CASANOVA / CÒRSEGA,Sunday,7,2017,2,February,26,22,Night,Not pedestrian at fault,2,0,1,0,1,2,41.38992081144272,2.1529793578709318,No,Yes,Yes,No
2017S009247    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,DIAGONAL,Wednesday,3,2017,11,November,8,21,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39463321707557,2.1467798373596345,No,Yes,No,No
2017S000181    ,2,Eixample,7,la Dreta de l'Eixample,DIAGONAL / SANT JOAN,Monday,1,2017,1,January,9,8,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.4022010420596,2.166118369768618,No,Yes,Yes,No
2017S009294    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,PARÍS / VILLARROEL,Friday,5,2017,11,November,10,7,Morning,Not pedestrian at fault,2,0,1,0,1,3,41.392502314750374,2.1502000930311396,No,Yes,Yes,No
2017S008202    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,PARÍS / VILLARROEL,Wednesday,3,2017,10,October,4,22,Night,Not pedestrian at fault,2,0,3,0,3,2,41.392502314750374,2.1502000930311396,Yes,Yes,Yes,No
2017S006494    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / ROGER DE LLÚRIA,Thursday,2,2017,7,July,25,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39626136488726,2.1687009644537425,No,Yes,Yes,No
2017S004514    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ,Monday,1,2017,5,May,22,10,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.39654630075118,2.169079047884515,No,Yes,No,No
2017S008952    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / GIRONA,Sunday,7,2017,10,October,29,22,Night,Not pedestrian at fault,2,0,1,0,1,2,41.397964067490825,2.1709627835840237,No,Yes,Yes,No
2017S000315    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / BRUC,Friday,5,2017,1,January,13,10,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.398040395694736,2.1705926512522784,No,Yes,Yes,No
2017S008382    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,COMTE D`URGELL / ROSSELLÓ,Wednesday,3,2017,10,October,11,7,Morning,Not pedestrian at fault,2,0,1,0,1,3,41.39001639626282,2.151978655330373,No,Yes,Yes,No
2017S006702    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,COMTE D`URGELL / ROSSELLÓ,Wednesday,3,2017,8,August,2,19,Afternoon,Not pedestrian at fault,2,0,0,0,0,2,41.39001639626282,2.151978655330373,No,Yes,Yes,No
2017S006247    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,CÒRSEGA,Monday,1,2017,7,July,17,21,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39139680313086,2.150990298270816,No,Yes,No,No
2017S003686    ,2,Eixample,7,la Dreta de l'Eixample,ROSSELLÓ,Thursday,2,2017,4,April,25,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.40107495073165,2.1660347885530586,No,Yes,No,No
2017S009276    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / PROVENÇA,Tuesday,4,2017,11,November,9,20,Afternoon,Not pedestrian at fault,2,0,1,0,1,1,41.40123783082926,2.168253171759477,No,No,Yes,No
2017S003823    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / BAILÈN,Saturday,6,2017,4,April,29,22,Night,Not pedestrian at fault,2,0,1,0,1,2,41.39847289783939,2.1716377048792586,No,Yes,Yes,No
2017S008641    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,COMTE D`URGELL / LONDRES,Tuesday,4,2017,10,October,19,21,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39268732191075,2.147860765957671,No,Yes,Yes,No
2017S004164    ,2,Eixample,7,la Dreta de l'Eixample,BRUC / DIAGONAL,Wednesday,3,2017,5,May,10,17,Afternoon,Not pedestrian at fault,2,0,3,0,3,2,41.39995662932474,2.1657929618634086,Yes,Yes,Yes,No
2017S009559    ,2,Eixample,7,la Dreta de l'Eixample,GIRONA / PROVENÇA,Friday,5,2017,11,November,17,14,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.400489712551554,2.167474592954273,No,Yes,Yes,No
2017S006482    ,2,Eixample,7,la Dreta de l'Eixample,BRUC / MALLORCA,Thursday,2,2017,7,July,25,10,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.39865637502075,2.1677923901504546,No,Yes,Yes,No
2017S006319    ,2,Eixample,7,la Dreta de l'Eixample,GIRONA / MALLORCA,Wednesday,3,2017,7,July,19,20,Afternoon,Not pedestrian at fault,2,0,2,0,2,2,41.39917023619059,2.1684753642202077,Yes,Yes,Yes,No
2017S008858    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,MUNTANER,Tuesday,4,2017,10,October,26,11,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.39363135312053,2.153492430900119,No,Yes,No,No
2017S005862    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,CASANOVA / PARÍS,Wednesday,3,2017,7,July,5,16,Afternoon,Not pedestrian at fault,2,0,2,0,2,2,41.393580676887964,2.152004938079718,Yes,Yes,Yes,No
2017S000377    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,PARÍS / VILLARROEL,Saturday,6,2017,1,January,14,21,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39394882452735,2.15249548842977,No,Yes,Yes,No
2017S007382    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / ROGER DE LLÚRIA,Monday,1,2017,9,September,4,15,Afternoon,Not pedestrian at fault,2,0,2,0,2,2,41.400219075132874,2.173928315496393,Yes,Yes,Yes,No
2017S006244    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,COMTE D`URGELL / VALÈNCIA,Monday,1,2017,7,July,17,19,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.38753497802603,2.155292996555981,No,Yes,Yes,No
2017S004979    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,CASANOVA,Wednesday,3,2017,6,June,7,13,Morning,Not pedestrian at fault,2,0,2,0,2,1,41.393702538234265,2.1515148390996957,Yes,No,No,No
2017S005021    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,CASANOVA / LONDRES,Tuesday,4,2017,6,June,8,13,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.39415097557717,2.1509225219668946,No,Yes,Yes,No
2017S006047    ,2,Eixample,7,la Dreta de l'Eixample,DIAGONAL / VALÈNCIA,Thursday,2,2017,7,July,11,19,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.4014628588403,2.1739198614117825,No,Yes,Yes,No
2017S005718    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,MALLORCA / VILLARROEL,Friday,5,2017,6,June,30,19,Afternoon,Not pedestrian at fault,2,0,2,0,2,2,41.38894503177107,2.155185157998455,Yes,Yes,Yes,No
2017S003767    ,2,Eixample,7,la Dreta de l'Eixample,SANT JOAN,Tuesday,4,2017,4,April,27,20,Afternoon,Not pedestrian at fault,2,0,1,0,1,1,41.399852862435566,2.172954753343094,No,No,No,No
2017S006790    ,2,Eixample,7,la Dreta de l'Eixample,SANT JOAN,Sunday,7,2017,8,August,6,0,Night,Not pedestrian at fault,2,0,0,0,0,2,41.400738457417816,2.1717871831558133,No,Yes,No,No
2017S009485    ,2,Eixample,7,la Dreta de l'Eixample,VALÈNCIA,Wednesday,3,2017,11,November,15,20,Afternoon,Not pedestrian at fault,2,0,1,0,1,3,41.4005882821282,2.172272512886767,No,Yes,No,No
2017S007063    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,MALLORCA,Friday,5,2017,8,August,18,17,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.38867393763093,2.1541840831277743,No,Yes,No,No
2017S007074    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,MALLORCA,Saturday,6,2017,8,August,19,2,Night,Not pedestrian at fault,2,0,1,0,1,2,41.38867393763093,2.1541840831277743,No,Yes,No,No
2017S004147    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,MALLORCA / VILLARROEL,Wednesday,3,2017,5,May,10,21,Afternoon,Not pedestrian at fault,2,0,2,0,2,2,41.38911628373211,2.1547462505410127,Yes,Yes,Yes,No
2017S004985    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / NÀPOLS,Wednesday,3,2017,6,June,7,18,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.40078077040007,2.175245026689776,No,Yes,Yes,No
2017S007293    ,2,Eixample,7,la Dreta de l'Eixample,CONSELL DE CENT,Tuesday,4,2017,8,August,31,15,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.40003092426204,2.176066067464353,No,Yes,No,No
2017S007024    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / PAU CLARIS,Wednesday,3,2017,8,August,16,19,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39522210093518,2.1678565334895654,No,Yes,Yes,No
2017S005854    ,2,Eixample,7,la Dreta de l'Eixample,CONSELL DE CENT / PAU CLARIS,Wednesday,3,2017,7,July,5,14,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.394055308129644,2.168472373680964,No,Yes,Yes,No
2017S007653    ,2,Eixample,7,la Dreta de l'Eixample,SANT JOAN,Friday,5,2017,9,September,15,21,Afternoon,Not pedestrian at fault,2,0,1,0,1,1,41.39919243345858,2.173832455834403,No,No,No,No
2017S005044    ,2,Eixample,7,la Dreta de l'Eixample,CORTS CATALANES,Friday,5,2017,6,June,9,9,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.397938277956854,2.177812821059486,No,Yes,No,No
2017S006314    ,2,Eixample,7,la Dreta de l'Eixample,CASP,Wednesday,3,2017,7,July,19,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,3,41.394798039316164,2.176408594583449,No,Yes,No,No
2017S001078    ,2,Eixample,7,la Dreta de l'Eixample,GV CORTS CATALANES / ROGER DE LLÚRIA,Tuesday,4,2017,2,February,9,4,Night,Not pedestrian at fault,2,0,3,1,4,2,41.39437589762113,2.1762128452578384,Yes,Yes,Yes,Yes
2017S009147    ,2,Eixample,7,la Dreta de l'Eixample,BRUC / CASP,Sunday,7,2017,11,November,5,11,Morning,Disobeying the stop light,3,0,1,0,1,1,41.39348915829949,2.174661131524623,No,No,Yes,No
2017S004569    ,2,Eixample,7,la Dreta de l'Eixample,DIPUTACIÓ,Thursday,2,2017,5,May,23,20,Afternoon,Not pedestrian at fault,2,0,2,0,2,2,41.39317723654961,2.1691927671093847,Yes,Yes,No,No
2017S004725    ,2,Eixample,7,la Dreta de l'Eixample,CORTS CATALANES / GRÀCIA,Monday,1,2017,5,May,29,12,Morning,Disobeying the stop light,3,0,1,0,1,1,41.391773240671746,2.1692930575696163,No,No,Yes,No
2017S010118    ,2,Eixample,7,la Dreta de l'Eixample,CASP / GIRONA,Monday,1,2017,12,December,4,13,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.394201599025706,2.175307026937697,No,Yes,Yes,No
2017S006648    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / GRÀCIA,Monday,1,2017,7,July,31,18,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39398743685218,2.1665489532768154,No,Yes,Yes,No
2017S007726    ,2,Eixample,7,la Dreta de l'Eixample,CORTS CATALANES / PAU CLARIS,Monday,1,2017,9,September,18,18,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.3928252455956,2.1710066696705184,No,Yes,Yes,No
2017S009834    ,2,Eixample,7,la Dreta de l'Eixample,CORTS CATALANES,Saturday,6,2017,11,November,25,20,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39317329871507,2.1714698262103154,No,Yes,No,No
2017S005051    ,2,Eixample,7,la Dreta de l'Eixample,CORTS CATALANES / ROGER DE LLÚRIA,Friday,5,2017,6,June,9,12,Morning,Not pedestrian at fault,2,0,1,0,1,3,41.39332199516177,2.1716675774588783,No,Yes,Yes,No
2017S009618    ,2,Eixample,7,la Dreta de l'Eixample,TETUAN,Sunday,7,2017,11,November,19,21,Afternoon,Not pedestrian at fault,2,0,0,0,0,2,41.39633059309352,2.1765621012143623,No,Yes,No,No
2017S009272    ,2,Eixample,7,la Dreta de l'Eixample,SANT JOAN / TETUAN,Tuesday,4,2017,11,November,9,13,Morning,Not pedestrian at fault,2,0,1,0,1,1,41.39633059309352,2.1765621012143623,No,No,Yes,No
2017S006005    ,2,Eixample,7,la Dreta de l'Eixample,DIPUTACIÓ / ROGER DE LLÚRIA,Monday,1,2017,7,July,10,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.394397576408714,2.1705291523481125,No,Yes,Yes,No
2017S000261    ,2,Eixample,7,la Dreta de l'Eixample,DIPUTACIÓ / GRÀCIA,Wednesday,3,2017,1,January,11,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,1,41.39475243914121,2.170062433647214,No,No,Yes,No
2017S000873    ,2,Eixample,7,la Dreta de l'Eixample,GV CORTS CATALANES / ROGER DE FLOR,Wednesday,3,2017,2,February,1,19,Afternoon,Not crossing in the zebra lines,5,0,2,0,2,1,41.397131646135996,2.1748418568432926,Yes,No,Yes,No
2017S000642    ,2,Eixample,7,la Dreta de l'Eixample,GV CORTS CATALANES,Thursday,2,2017,1,January,24,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39442219341853,2.168236954240864,No,Yes,No,No
2017S005807    ,2,Eixample,7,la Dreta de l'Eixample,CONSELL DE CENT / SANT JOAN,Thursday,2,2017,7,July,4,14,Afternoon,Disobeying the stop light,3,0,1,0,1,1,41.39843571657017,2.173832828192812,No,No,Yes,No
2017S004408    ,2,Eixample,7,la Dreta de l'Eixample,TETUAN,Tuesday,4,2017,5,May,18,14,Afternoon,Not pedestrian at fault,2,0,0,0,0,2,41.3970395433025,2.1757150737972024,No,Yes,No,No
2017S006022    ,2,Eixample,7,la Dreta de l'Eixample,CASP / PAU CLARIS,Thursday,2,2017,7,July,11,13,Morning,Not pedestrian at fault,2,0,1,0,1,1,41.391408895764926,2.171893411293735,No,No,Yes,No
2017S000564    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ,Friday,5,2017,1,January,20,21,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39259650063071,2.165269377936192,No,Yes,No,No
2017S001553    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ,Friday,5,2017,2,February,24,19,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.392449975942974,2.1649255662803144,No,Yes,No,No
2017S006930    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / BRUC,Saturday,6,2017,8,August,12,0,Night,Not pedestrian at fault,2,0,1,0,1,2,41.39695026029194,2.1701487141731537,No,Yes,Yes,No
2017S003322    ,2,Eixample,7,la Dreta de l'Eixample,CATALUNYA,Thursday,2,2017,4,April,11,20,Afternoon,Not pedestrian at fault,2,0,2,0,2,2,41.38948962245534,2.1695252252969874,Yes,Yes,No,No
2017S003625    ,2,Eixample,7,la Dreta de l'Eixample,CORTS CATALANES / GRÀCIA,Sunday,7,2017,4,April,23,13,Morning,Not pedestrian at fault,2,0,0,0,0,1,41.39137439482639,2.1687451660723873,No,No,Yes,No
2017S009750    ,2,Eixample,7,la Dreta de l'Eixample,DIPUTACIÓ / GRÀCIA,Tuesday,4,2017,11,November,23,17,Afternoon,Not pedestrian at fault,2,0,6,0,6,2,41.391953457319424,2.168018193119274,Yes,Yes,Yes,No
2017S008248    ,2,Eixample,7,la Dreta de l'Eixample,DIPUTACIÓ / GRÀCIA,Friday,5,2017,10,October,6,12,Morning,Other,1,0,1,0,1,1,41.391953457319424,2.168018193119274,No,No,Yes,No
2017S007143    ,2,Eixample,7,la Dreta de l'Eixample,DIPUTACIÓ / GRÀCIA,Wednesday,3,2017,8,August,23,17,Afternoon,Disobeying the stop light,3,0,1,0,1,1,41.39222983422169,2.1676856104285833,No,No,Yes,No
2017S008553    ,2,Eixample,7,la Dreta de l'Eixample,CONSELL DE CENT,Thursday,2,2017,10,October,17,20,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39558400636576,2.170136666166978,No,Yes,No,No
2017S005973    ,2,Eixample,7,la Dreta de l'Eixample,CONSELL DE CENT,Sunday,7,2017,7,July,9,18,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39671156876116,2.171637221683297,No,Yes,No,No
2017S006065    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ,Wednesday,3,2017,7,July,12,12,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.392065513706385,2.163657555795781,No,Yes,No,No
2017S005248    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ,Tuesday,4,2017,6,June,15,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.3930773251177,2.1650464828717944,No,Yes,No,No
2017S006390    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / GRÀCIA,Friday,5,2017,7,July,21,14,Afternoon,Not pedestrian at fault,2,0,3,0,3,1,41.393592274080625,2.1656908470863887,Yes,No,Yes,No
2017S010023    ,2,Eixample,7,la Dreta de l'Eixample,BALMES / CORTS CATALANES,Friday,5,2017,12,December,1,9,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.38899168578404,2.1668958745796965,No,Yes,Yes,No
2017S003214    ,2,Eixample,7,la Dreta de l'Eixample,CORTS CATALANES,Friday,5,2017,4,April,7,3,Night,Not pedestrian at fault,2,0,0,0,0,1,41.39186723226014,2.1706101217717246,No,No,No,No
2017S003755    ,2,Eixample,7,la Dreta de l'Eixample,CORTS CATALANES,Tuesday,4,2017,4,April,27,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.391990918731224,2.170774453889326,No,Yes,No,No
2017S004040    ,2,Eixample,7,la Dreta de l'Eixample,CORTS CATALANES,Sunday,7,2017,5,May,7,11,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.391990918731224,2.170774453889326,No,Yes,No,No
2017S010010    ,2,Eixample,7,la Dreta de l'Eixample,ARAGÓ / CATALUNYA,Friday,5,2017,12,December,1,0,Night,Not pedestrian at fault,2,0,1,0,1,2,41.39283011748384,2.164953834474867,No,Yes,Yes,No
2017S009912    ,2,Eixample,7,la Dreta de l'Eixample,BALMES / CONSELL DE CENT,Thursday,2,2017,11,November,28,14,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39112008501806,2.1640664271548857,No,Yes,Yes,No
2017S003899    ,2,Eixample,7,la Dreta de l'Eixample,BALMES / CONSELL DE CENT,Thursday,2,2017,5,May,2,22,Night,Not pedestrian at fault,2,0,1,0,1,2,41.39112008501806,2.1640664271548857,No,Yes,Yes,No
2017S007755    ,2,Eixample,7,la Dreta de l'Eixample,CATALUNYA / CORTS CATALANES,Thursday,2,2017,9,September,19,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.390349203774655,2.1680781192622747,No,Yes,Yes,No
2017S003028    ,2,Eixample,7,la Dreta de l'Eixample,DIPUTACIÓ / PAU CLARIS,Sunday,7,2017,4,April,2,9,Morning,Not pedestrian at fault,2,0,1,0,1,2,41.39319418325906,2.1698559414985623,No,Yes,Yes,No
2017S009270    ,2,Eixample,7,la Dreta de l'Eixample,DIPUTACIÓ / PAU CLARIS,Tuesday,4,2017,11,November,9,16,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39354207602422,2.16939733090737,No,Yes,Yes,No
2017S006389    ,2,Eixample,7,la Dreta de l'Eixample,BAILÈN / CONSELL DE CENT,Friday,5,2017,7,July,21,14,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39743068987789,2.172971824138212,No,Yes,Yes,No
2017S001362    ,2,Eixample,7,la Dreta de l'Eixample,FONTANELLA,Saturday,6,2017,2,February,18,12,Morning,Disobeying the stop light,3,0,2,0,2,1,41.39074351773552,2.17304653748495,Yes,No,No,No
2017S003346    ,2,Eixample,7,la Dreta de l'Eixample,PAU CLARIS / URQUINAONA,Wednesday,3,2017,4,April,12,19,Afternoon,Not pedestrian at fault,2,0,1,0,1,2,41.39074351773552,2.17304653748495,No,Yes,Yes,No
2017S002440    ,2,Eixample,7,la Dreta de l'Eixample,GRÀCIA,Monday,1,2017,3,March,27,11,Morning,Not pedestrian at fault,2,0,0,0,0,1,41.39060635953263,2.174128724053557,No,No,No,No
